Season,Crop,Variety,Month,Week 1,Week 2,Week 3,Week 4,Week 1 (KN),Week 2 (KN),Week 3 (KN),Week 4 (KN)
Kharif,Paddy,MO-4 (Bhadra),July,📅 Book Tractor & Labor | 🌱 Transplant (15-18d) | 🧪 Apply Basal Mixture (Urea+DAP+Potash) + 8 kg/Acre Zinc (for green leaves) | ⚠️ Near sea? Check water salinity | 🌊 Ensure proper drainage,🌱💧 Give water after planting | 🌊 Ensure proper drainage,🌱 Gaps/Weeding | 🌊 Ensure proper drainage,💧 Water Saving (Water only if soil is dry),"📅 ಟ್ರಾಕ್ಟರ್ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | 🌱 15-18 ದಿನಗಳ ಸಸಿಗಳನ್ನು ನಾಟಿ ಮಾಡಿ | 🧪 ನಾಟಿ ಸಮಯದಲ್ಲಿ ಯೂರಿಯಾ, ಡಿಎಪಿ ಮತ್ತು ಪೊಟ್ಯಾಶ್ ಮಿಶ್ರಣವನ್ನು ಹಾಕಿ + 8 kg/Acre Zinc (ಹಸಿರು ಎಲೆಗಳಿಗಾಗಿ) | ⚠️ ಸಮುದ್ರದ ಸಮೀಪವಿದ್ದರೆ ನೀರಿನ ಉಪ್ಪಿನಂಶ ಪರೀಕ್ಷಿಸಿ | 🌊 ನೀರನ್ನು ಹೊರಹೋಗಲು ಸರಿಯಾದ ವ್ಯವಸ್ಥೆ ಮಾಡಿ",🌱💧 ನಾಟಿ ಮಾಡಿದ ನಂತರ ನೀರು ಕೊಡಿ | 🌊 ನೀರನ್ನು ಹೊರಹೋಗಲು ಸರಿಯಾದ ವ್ಯವಸ್ಥೆ ಮಾಡಿ,🌱 ಖಾಲಿ ಇರುವ ಜಾಗದಲ್ಲಿ ಗಿಡಗಳನ್ನು ತುಂಬಿ ಮತ್ತು ಕಳೆ ತೆಗೆಯಿರಿ | 🌊 ನೀರನ್ನು ಹೊರಹೋಗಲು ಸರಿಯಾದ ವ್ಯವಸ್ಥೆ ಮಾಡಿ,💧 ನೀರಿನ ಉಳಿತಾಯ (ಮಣ್ಣು ಒಣಗಿದ್ದರೆ ಮಾತ್ರ ನೀರು ಕೊಡಿ)
Kharif,Paddy,MO-4 (Bhadra),August,🧪 Apply 25% N (tillering) split | Pull out weeds | 🧪 Spray early morning/evening only,"🔎⚠️ Scout: BPH (If you see 5-10 in one hill ), Stem Borer (Check for eggs ), Gall Midge (Mahaveer is resistant) | 🔎⚠️ Scout: Blast leaf spots",Pull out weeds,💧🌾 Water Saving (Keep soil moist but not flooded) (about ankle deep),🧪 ಶೇ. 25 ರಷ್ಟು ಯೂರಿಯಾ ಗೊಬ್ಬರವನ್ನು (ಸಸಿ ಒಡೆಯುವ ಹಂತದಲ್ಲಿ) ಹಾಕಿ | ಕಳೆಗಳನ್ನು ಕಿತ್ತೆಸೆಯಿರಿ | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ,"🔎⚠️ ಪರಿಶೀಲಿಸಿ: ಜಿಗಿ ಹುಳು (If you see 5-10 in one hill ), ಕಾಂಡಕೊರಕ (ಮೊಟ್ಟೆಗಳಿಗಾಗಿ ಪರಿಶೀಲಿಸಿ ), Gall Midge (Mahaveer is resistant) | 🔎⚠️ ಪರಿಶೀಲಿಸಿ: ಬೆಂಕಿರೋಗದ ಚುಕ್ಕೆಗಳು",ಕಳೆಗಳನ್ನು ಕಿತ್ತೆಸೆಯಿರಿ,💧🌾 ನೀರಿನ ಉಳಿತಾಯ (ಮಣ್ಣಿನಲ್ಲಿ ತೇವಾಂಶವಿರಲಿ ಆದರೆ ನೀರು ನಿಲ್ಲಿಸಬೇಡಿ) (about ankle deep)
Kharif,Paddy,MO-4 (Bhadra),September,📅 Book Thresher & Labor | ✂️💧 Remove water before harvest,📅 Book Thresher & Labor | ✂️💧 Do not water near harvest time,📅 Book Thresher & Labor | ✂️ Cut and collect the crop,Dry grain to 14% moisture (Air-tight Bags),📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️💧 ಕೊಯ್ಲಿಗೆ 10 ದಿನ ಮೊದಲು ನೀರನ್ನು ಹೊರಹಾಕಿ,📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️💧 ಬೆಳೆ ಕೊಯ್ಲಿಗೆ ಬರುವ ಮೊದಲು ನೀರು ಕೊಡಬೇಡಿ,📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️ ಬೆಳೆಯನ್ನು ಕೊಯ್ಲು ಮಾಡಿ ಮತ್ತು ಸಂಗ್ರಹಿಸಿ,ಧಾನ್ಯವನ್ನು ಶೇ. 14 ರಷ್ಟು ತೇವಾಂಶ ಬರುವವರೆಗೆ ಒಣಗಿಸಿ (ಗಾಳಿಯಾಡದ ಚೀಲಗಳು)
Kharif,Paddy,MO-4 (Bhadra),October,Field resting,Field resting,Field resting,Field resting,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ
Kharif,Paddy,MO-4 (Bhadra),November,Field resting,Field resting,Field resting,Field resting,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ
Kharif,Paddy,MO-4 (Bhadra) [Coastal Zone 10],June,📅 Book Tractor & Labor | 🌦️ Check Weather | 🚜 Land prep & puddling | 🧪 Apply 200kg/Acre Lime/Dolomite | 🌊 Ensure proper drainage,🌱 Green Manuring | Get small plants ready in trays or bed | 🌊 Ensure proper drainage,Soil testing & compost application,🌱💧 Care for Seedlings | 🌊 Ensure proper drainage,📅 ಟ್ರಾಕ್ಟರ್ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | 🌦️ ಹವಾಮಾನವನ್ನು ಪರಿಶೀಲಿಸಿ | 🚜 ಭೂಮಿ ಸಿದ್ಧತೆ ಮತ್ತು ಹದಗೊಳಿಸುವಿಕೆ | 🧪 ಎಕರೆಗೆ 200 ಕೆಜಿ ಸುಣ್ಣ ಅಥವಾ ಡೋಲೊಮೈಟ್ ಹಾಕಿ | 🌊 ನೀರನ್ನು ಹೊರಹೋಗಲು ಸರಿಯಾದ ವ್ಯವಸ್ಥೆ ಮಾಡಿ,🌱 ಹಸಿರು ಗೊಬ್ಬರ ಬಳಕೆ | ಸಣ್ಣ ಸಸಿಗಳನ್ನು ಸಿದ್ಧಪಡಿಸಿಕೊಳ್ಳಿ (ಟ್ರೇ ಅಥವಾ ಮಡಿಗಳಲ್ಲಿ) | 🌊 ನೀರನ್ನು ಹೊರಹೋಗಲು ಸರಿಯಾದ ವ್ಯವಸ್ಥೆ ಮಾಡಿ,ಮಣ್ಣಿನ ಪರೀಕ್ಷೆ ಮತ್ತು ಕೊಟ್ಟಿಗೆ ಗೊಬ್ಬರ ಬಳಕೆ,🌱💧 ಸಸಿಗಳ ಆರೈಕೆ ಮಾಡಿ | 🌊 ನೀರನ್ನು ಹೊರಹೋಗಲು ಸರಿಯಾದ ವ್ಯವಸ್ಥೆ ಮಾಡಿ
Kharif,Paddy,MO-4 (Bhadra) [Coastal Zone 10],July,📅 Book Tractor & Labor | 🌱 Transplant (15-18d) | 🧪 Apply Basal Mixture (Urea+DAP+Potash) + 8 kg/Acre Zinc (for green leaves) | ⚠️ Near sea? Check water salinity | 🌊 Ensure proper drainage,🌱💧 Give water after planting | 🌊 Ensure proper drainage,🌱 Gaps/Weeding | 🌊 Ensure proper drainage,💧 Water Saving (Water only if soil is dry),"📅 ಟ್ರಾಕ್ಟರ್ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | 🌱 15-18 ದಿನಗಳ ಸಸಿಗಳನ್ನು ನಾಟಿ ಮಾಡಿ | 🧪 ನಾಟಿ ಸಮಯದಲ್ಲಿ ಯೂರಿಯಾ, ಡಿಎಪಿ ಮತ್ತು ಪೊಟ್ಯಾಶ್ ಮಿಶ್ರಣವನ್ನು ಹಾಕಿ + 8 kg/Acre Zinc (ಹಸಿರು ಎಲೆಗಳಿಗಾಗಿ) | ⚠️ ಸಮುದ್ರದ ಸಮೀಪವಿದ್ದರೆ ನೀರಿನ ಉಪ್ಪಿನಂಶ ಪರೀಕ್ಷಿಸಿ | 🌊 ನೀರನ್ನು ಹೊರಹೋಗಲು ಸರಿಯಾದ ವ್ಯವಸ್ಥೆ ಮಾಡಿ",🌱💧 ನಾಟಿ ಮಾಡಿದ ನಂತರ ನೀರು ಕೊಡಿ | 🌊 ನೀರನ್ನು ಹೊರಹೋಗಲು ಸರಿಯಾದ ವ್ಯವಸ್ಥೆ ಮಾಡಿ,🌱 ಖಾಲಿ ಇರುವ ಜಾಗದಲ್ಲಿ ಗಿಡಗಳನ್ನು ತುಂಬಿ ಮತ್ತು ಕಳೆ ತೆಗೆಯಿರಿ | 🌊 ನೀರನ್ನು ಹೊರಹೋಗಲು ಸರಿಯಾದ ವ್ಯವಸ್ಥೆ ಮಾಡಿ,💧 ನೀರಿನ ಉಳಿತಾಯ (ಮಣ್ಣು ಒಣಗಿದ್ದರೆ ಮಾತ್ರ ನೀರು ಕೊಡಿ)
Kharif,Paddy,MO-4 (Bhadra) [Coastal Zone 10],August,🧪 Apply 25% N (tillering) split | Pull out weeds | 🧪 Spray early morning/evening only,"🔎⚠️ Scout: BPH (If you see 5-10 in one hill ), Stem Borer (Check for eggs ), Gall Midge (Mahaveer is resistant) | 🔎⚠️ Scout: Blast leaf spots",Pull out weeds,💧🌾 Water Saving (Keep soil moist but not flooded) (about ankle deep),🧪 ಶೇ. 25 ರಷ್ಟು ಯೂರಿಯಾ ಗೊಬ್ಬರವನ್ನು (ಸಸಿ ಒಡೆಯುವ ಹಂತದಲ್ಲಿ) ಹಾಕಿ | ಕಳೆಗಳನ್ನು ಕಿತ್ತೆಸೆಯಿರಿ | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ,"🔎⚠️ ಪರಿಶೀಲಿಸಿ: ಜಿಗಿ ಹುಳು (If you see 5-10 in one hill ), ಕಾಂಡಕೊರಕ (ಮೊಟ್ಟೆಗಳಿಗಾಗಿ ಪರಿಶೀಲಿಸಿ ), Gall Midge (Mahaveer is resistant) | 🔎⚠️ ಪರಿಶೀಲಿಸಿ: ಬೆಂಕಿರೋಗದ ಚುಕ್ಕೆಗಳು",ಕಳೆಗಳನ್ನು ಕಿತ್ತೆಸೆಯಿರಿ,💧🌾 ನೀರಿನ ಉಳಿತಾಯ (ಮಣ್ಣಿನಲ್ಲಿ ತೇವಾಂಶವಿರಲಿ ಆದರೆ ನೀರು ನಿಲ್ಲಿಸಬೇಡಿ) (about ankle deep)
Kharif,Paddy,MO-4 (Bhadra) [Coastal Zone 10],September,📅 Book Thresher & Labor | ✂️💧 Remove water before harvest,📅 Book Thresher & Labor | ✂️💧 Do not water near harvest time,📅 Book Thresher & Labor | ✂️ Cut and collect the crop,Dry grain to 14% moisture (Air-tight Bags),📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️💧 ಕೊಯ್ಲಿಗೆ 10 ದಿನ ಮೊದಲು ನೀರನ್ನು ಹೊರಹಾಕಿ,📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️💧 ಬೆಳೆ ಕೊಯ್ಲಿಗೆ ಬರುವ ಮೊದಲು ನೀರು ಕೊಡಬೇಡಿ,📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️ ಬೆಳೆಯನ್ನು ಕೊಯ್ಲು ಮಾಡಿ ಮತ್ತು ಸಂಗ್ರಹಿಸಿ,ಧಾನ್ಯವನ್ನು ಶೇ. 14 ರಷ್ಟು ತೇವಾಂಶ ಬರುವವರೆಗೆ ಒಣಗಿಸಿ (ಗಾಳಿಯಾಡದ ಚೀಲಗಳು)
Kharif,Paddy,MO-4 (Bhadra) [Coastal Zone 10],October,Field resting,Field resting,Field resting,Field resting,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ
Kharif,Paddy,MO-4 (Bhadra) [Coastal Zone 10],November,Field resting,Field resting,Field resting,Field resting,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ
Kharif,Paddy,Sahyadri Brahma,June,📅 Book Tractor & Labor | 🌦️ Check Weather | 🚜 Land prep & puddling | 🧪 Apply 200kg/Acre Lime/Dolomite | 🌊 Ensure proper drainage,🌱 Green Manuring | Get small plants ready in trays or bed | 🌊 Ensure proper drainage,Soil testing & compost application,🌱💧 Care for Seedlings | 🌊 Ensure proper drainage,📅 ಟ್ರಾಕ್ಟರ್ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | 🌦️ ಹವಾಮಾನವನ್ನು ಪರಿಶೀಲಿಸಿ | 🚜 ಭೂಮಿ ಸಿದ್ಧತೆ ಮತ್ತು ಹದಗೊಳಿಸುವಿಕೆ | 🧪 ಎಕರೆಗೆ 200 ಕೆಜಿ ಸುಣ್ಣ ಅಥವಾ ಡೋಲೊಮೈಟ್ ಹಾಕಿ | 🌊 ನೀರನ್ನು ಹೊರಹೋಗಲು ಸರಿಯಾದ ವ್ಯವಸ್ಥೆ ಮಾಡಿ,🌱 ಹಸಿರು ಗೊಬ್ಬರ ಬಳಕೆ | ಸಣ್ಣ ಸಸಿಗಳನ್ನು ಸಿದ್ಧಪಡಿಸಿಕೊಳ್ಳಿ (ಟ್ರೇ ಅಥವಾ ಮಡಿಗಳಲ್ಲಿ) | 🌊 ನೀರನ್ನು ಹೊರಹೋಗಲು ಸರಿಯಾದ ವ್ಯವಸ್ಥೆ ಮಾಡಿ,ಮಣ್ಣಿನ ಪರೀಕ್ಷೆ ಮತ್ತು ಕೊಟ್ಟಿಗೆ ಗೊಬ್ಬರ ಬಳಕೆ,🌱💧 ಸಸಿಗಳ ಆರೈಕೆ ಮಾಡಿ | 🌊 ನೀರನ್ನು ಹೊರಹೋಗಲು ಸರಿಯಾದ ವ್ಯವಸ್ಥೆ ಮಾಡಿ
Kharif,Paddy,Sahyadri Brahma,July,📅 Book Tractor & Labor | 🌱 Transplant (15-18d) | 🧪 Apply Basal Mixture (Urea+DAP+Potash) + 8 kg/Acre Zinc (for green leaves) | 🌊 Ensure proper drainage,🌱💧 Give water after planting | 🌊 Ensure proper drainage,🌱 Gaps/Weeding | 🌊 Ensure proper drainage,💧 Water Saving (Water only if soil is dry),"📅 ಟ್ರಾಕ್ಟರ್ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | 🌱 15-18 ದಿನಗಳ ಸಸಿಗಳನ್ನು ನಾಟಿ ಮಾಡಿ | 🧪 ನಾಟಿ ಸಮಯದಲ್ಲಿ ಯೂರಿಯಾ, ಡಿಎಪಿ ಮತ್ತು ಪೊಟ್ಯಾಶ್ ಮಿಶ್ರಣವನ್ನು ಹಾಕಿ + 8 kg/Acre Zinc (ಹಸಿರು ಎಲೆಗಳಿಗಾಗಿ) | 🌊 ನೀರನ್ನು ಹೊರಹೋಗಲು ಸರಿಯಾದ ವ್ಯವಸ್ಥೆ ಮಾಡಿ",🌱💧 ನಾಟಿ ಮಾಡಿದ ನಂತರ ನೀರು ಕೊಡಿ | 🌊 ನೀರನ್ನು ಹೊರಹೋಗಲು ಸರಿಯಾದ ವ್ಯವಸ್ಥೆ ಮಾಡಿ,🌱 ಖಾಲಿ ಇರುವ ಜಾಗದಲ್ಲಿ ಗಿಡಗಳನ್ನು ತುಂಬಿ ಮತ್ತು ಕಳೆ ತೆಗೆಯಿರಿ | 🌊 ನೀರನ್ನು ಹೊರಹೋಗಲು ಸರಿಯಾದ ವ್ಯವಸ್ಥೆ ಮಾಡಿ,💧 ನೀರಿನ ಉಳಿತಾಯ (ಮಣ್ಣು ಒಣಗಿದ್ದರೆ ಮಾತ್ರ ನೀರು ಕೊಡಿ)
Kharif,Paddy,Sahyadri Brahma,August,🧪 Apply 25% N (tillering) split | Pull out weeds | 🧪 Spray early morning/evening only,"🔎⚠️ Scout: BPH (If you see 5-10 in one hill ), Stem Borer (Check for eggs ), Gall Midge (Mahaveer is resistant) | 🔎⚠️ Scout: Blast leaf spots",Pull out weeds,💧🌾 Water Saving (Keep soil moist but not flooded) (about ankle deep),🧪 ಶೇ. 25 ರಷ್ಟು ಯೂರಿಯಾ ಗೊಬ್ಬರವನ್ನು (ಸಸಿ ಒಡೆಯುವ ಹಂತದಲ್ಲಿ) ಹಾಕಿ | ಕಳೆಗಳನ್ನು ಕಿತ್ತೆಸೆಯಿರಿ | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ,"🔎⚠️ ಪರಿಶೀಲಿಸಿ: ಜಿಗಿ ಹುಳು (If you see 5-10 in one hill ), ಕಾಂಡಕೊರಕ (ಮೊಟ್ಟೆಗಳಿಗಾಗಿ ಪರಿಶೀಲಿಸಿ ), Gall Midge (Mahaveer is resistant) | 🔎⚠️ ಪರಿಶೀಲಿಸಿ: ಬೆಂಕಿರೋಗದ ಚುಕ್ಕೆಗಳು",ಕಳೆಗಳನ್ನು ಕಿತ್ತೆಸೆಯಿರಿ,💧🌾 ನೀರಿನ ಉಳಿತಾಯ (ಮಣ್ಣಿನಲ್ಲಿ ತೇವಾಂಶವಿರಲಿ ಆದರೆ ನೀರು ನಿಲ್ಲಿಸಬೇಡಿ) (about ankle deep)
Kharif,Paddy,Sahyadri Brahma,September,See if grains are starting to grow,🧪🌾 Apply 25% N (Grain forming stage ) | 🧪 Spray early morning/evening only,💧 Manage water based on need,🧪 Spray Tricyclazole for Blast (Prioritize Blast-tolerant varieties like KMP-220) (ETL: 1% leaf area) (ETL 1% leaf area) if needed | 🧪 Spray early morning/evening only,See if grains are starting to grow,🧪🌾 ಶೇ. 25 ರಷ್ಟು ಯೂರಿಯಾ ಗೊಬ್ಬರವನ್ನು (ಹಾಲು ತುಂಬುವ ಹಂತದಲ್ಲಿ) ಹಾಕಿ | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ,💧 Manage water based on need,🧪 Spray Tricyclazole for ಬೆಂಕಿರೋಗ (ಕೆಎಂಪಿ-220 ನಂತಹ ರೋಗ ನಿರೋಧಕ ತಳಿಗಳಿಗೆ ಆದ್ಯತೆ ನೀಡಿ) (ETL: 1% leaf area) (ETL 1% leaf area) if needed | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ
Kharif,Paddy,Sahyadri Brahma,October,📅 Book Thresher & Labor | ✂️💧 Remove water before harvest,📅 Book Thresher & Labor | ✂️ Second week of October: Cut and collect the crop (130-135 days maturity),Thresh and dry grain,Dry grain to 14% moisture (Air-tight Bags),📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️💧 ಕೊಯ್ಲಿಗೆ 10 ದಿನ ಮೊದಲು ನೀರನ್ನು ಹೊರಹಾಕಿ,📅 ಒಕ್ಕಣೆ ಯಂತ್ರ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | ✂️ Second week of ಅಕ್ಟೋಬರ್: ಬೆಳೆಯನ್ನು ಕೊಯ್ಲು ಮಾಡಿ ಮತ್ತು ಸಂಗ್ರಹಿಸಿ (130-135 days maturity),Thresh and dry grain,ಧಾನ್ಯವನ್ನು ಶೇ. 14 ರಷ್ಟು ತೇವಾಂಶ ಬರುವವರೆಗೆ ಒಣಗಿಸಿ (ಗಾಳಿಯಾಡದ ಚೀಲಗಳು)
Kharif,Paddy,Sahyadri Brahma,November,Field resting,Field resting,Field resting,Field resting,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ
Summer,Paddy,Sahyadri Brahma,February,🌦️🧪 Check Weather | Prepare land and test soil and apply compost | 🧪 Spray early morning/evening only,📅 Book Tractor & Labor | 🌱 Green Manuring | Sow seeds in trays or beds | 🧪 Treat with PSB & Azospirillum,💧 Water and care for seedlings,💧 Remove weak seedlings and continue watering,"🌦️🧪 ಹವಾಮಾನವನ್ನು ಪರಿಶೀಲಿಸಿ | ಭೂಮಿ ಸಿದ್ಧಪಡಿಸಿ, ಮಣ್ಣು ಪರೀಕ್ಷೆ ಮಾಡಿ ಮತ್ತು ಕೊಟ್ಟಿಗೆ ಗೊಬ್ಬರ ಬಳಸಿ | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ",📅 ಟ್ರಾಕ್ಟರ್ ಮತ್ತು ಕಾರ್ಮಿಕರನ್ನು ಬುಕ್ ಮಾಡಿ | 🌱 ಹಸಿರು ಗೊಬ್ಬರ ಬಳಕೆ | ಟ್ರೇ ಅಥವಾ ಮಡಿಗಳಲ್ಲಿ ಬೀಜ ಬಿತ್ತಿ | 🧪 ಪಿಎಸ್ಬಿ ಮತ್ತು ಅಜೋಸ್ಪೈರಿಲಮ್ ಜೈವಿಕ ಗೊಬ್ಬರದೊಂದಿಗೆ ಬೀಜೋಪಚಾರ ಮಾಡಿ,💧 ಸಸಿಗಳಿಗೆ ನೀರು ಕೊಡಿ ಮತ್ತು ಆರೈಕೆ ಮಾಡಿ,💧 ಬಲಹೀನ ಸಸಿಗಳನ್ನು ತೆಗೆಯಿರಿ and continue watering
Summer,Paddy,Sahyadri Brahma,March,🌱 Move 15–18 day-old seedlings to main field | 🧪 Apply Fertilizer + 8 kg/Acre Zinc (for green leaves) | 🧪 Spray early morning/evening only,🌱💧 Water newly planted seedlings,🌱 Remove unwanted plants and replace missing ones,💧🌾 Water Saving (Keep soil moist but not flooded),🌱 15-18 ದಿನಗಳ ಸಸಿಗಳನ್ನು ಮುಖ್ಯ ಜಮೀನಿಗೆ ವರ್ಗಾಯಿಸಿ | 🧪 Apply Fertilizer + 8 kg/Acre Zinc (ಹಸಿರು ಎಲೆಗಳಿಗಾಗಿ) | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ,🌱💧 Water newly planted seedlings,🌱 ಅನಗತ್ಯ ಗಿಡಗಳನ್ನು ತೆಗೆದು ಖಾಲಿ ಇರುವ ಜಾಗದಲ್ಲಿ ಹೊಸ ಸಸಿಗಳನ್ನು ನಾಟಿ ಮಾಡಿ,💧🌾 ನೀರಿನ ಉಳಿತಾಯ (ಮಣ್ಣಿನಲ್ಲಿ ತೇವಾಂಶವಿರಲಿ ಆದರೆ ನೀರು ನಿಲ್ಲಿಸಬೇಡಿ)
Summer,Paddy,Sahyadri Brahma,April,,"🔎⚠️ Scout: BPH (If you see 5-10 in one hill ), Stem Borer (Check for eggs ), Blast (Prioritize Blast-tolerant varieties like KMP-220)",🧪 Apply 25% N (tillering) split | Pull out weeds | 🧪 Spray early morning/evening only,🌱 Continue plant care and monitoring,ಜಮೀನಿಗೆ ವಿಶ್ರಾಂತಿ,"🔎⚠️ ಪರಿಶೀಲಿಸಿ: ಜಿಗಿ ಹುಳು (If you see 5-10 in one hill ), ಕಾಂಡಕೊರಕ (ಮೊಟ್ಟೆಗಳಿಗಾಗಿ ಪರಿಶೀಲಿಸಿ ), ಬೆಂಕಿರೋಗ (ಕೆಎಂಪಿ-220 ನಂತಹ ರೋಗ ನಿರೋಧಕ ತಳಿಗಳಿಗೆ ಆದ್ಯತೆ ನೀಡಿ)",🧪 ಶೇ. 25 ರಷ್ಟು ಯೂರಿಯಾ ಗೊಬ್ಬರವನ್ನು (ಸಸಿ ಒಡೆಯುವ ಹಂತದಲ್ಲಿ) ಹಾಕಿ | ಕಳೆಗಳನ್ನು ಕಿತ್ತೆಸೆಯಿರಿ | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ,🌱 Continue plant care and monitoring
Summer,Paddy,Sahyadri Brahma,May,Check if grains are forming,🧪🌾 Apply 25% N (Grain forming stage ) | 🧪 Spray early morning/evening only,💧 Adjust water based on need,🧪 Spray for Rice Blast (Prioritize Blast-tolerant varieties like KMP-220) (ETL 1% leaf area) and Stem Borer (ETL: 1-2 egg masses/sq.m) | 🧪 Spray early morning/evening only,ಧಾನ್ಯಗಳು ತುಂಬುತ್ತಿವೆಯೇ ಎಂದು ಪರೀಕ್ಷಿಸಿ,🧪🌾 ಶೇ. 25 ರಷ್ಟು ಯೂರಿಯಾ ಗೊಬ್ಬರವನ್ನು (ಹಾಲು ತುಂಬುವ ಹಂತದಲ್ಲಿ) ಹಾಕಿ | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ,💧 Adjust water based on need,🧪 Spray for Rice ಬೆಂಕಿರೋಗ (ಕೆಎಂಪಿ-220 ನಂತಹ ರೋಗ ನಿರೋಧಕ ತಳಿಗಳಿಗೆ ಆದ್ಯತೆ ನೀಡಿ) (ETL 1% leaf area) and ಕಾಂಡಕೊರಕ (ETL: 1-2 egg masses/sq.m) | 🧪 ಮುಂಜಾನೆ ಅಥವಾ ಸಂಜೆ ವೇಳೆ ಮಾತ್ರ ಸಿಂಪಡಿಸಿ
